id,issueDate,issueDateISO,vehicleMachinery,itemName,itemDesc,qty,category,issuedTo,issuedBy,mrnNum,purchaseSource,notes,createdAt,updatedAt
168,2026-06-16,2026-06-16,CR-02,Paint Yellow,,0.5,General Items,Sujith,Priyankara,166172,,,2026-06-16T06:31:46.683Z,2026-06-16T06:31:46.683Z
169,2026-06-16,2026-06-16,CR-02,Cattloy Paste,,1.5,General Items,Jayaweera,Bandula,166172,,,2026-06-16T06:32:49.231Z,2026-06-16T06:32:49.231Z
170,2026-06-13,2026-06-13,LC-0434,Fuel Feed Pump R/kit,,1.0,General Items,Nuwan,Bandula,166166,,,2026-06-16T06:33:45.826Z,2026-06-16T06:33:45.826Z
171,2026-04-25,2026-04-25,01 Ton Roller,Hydrolic Pump Repair,,1.0,General Items,01 Ton Roller,Bandula,141862,,,2026-06-17T05:35:56.422Z,2026-06-17T05:35:56.422Z
172,2026-05-27,2026-05-27,Work Shop Stores,White Polytheen,,0.5,General Items,Stores,Bandula,142345,,,2026-06-17T05:42:06.797Z,2026-06-17T05:42:06.797Z
173,2026-01-21,2026-01-21,PA-6889,Seat Belt R,,1.0,Belts,PA-6889,Bandula,140989,,,2026-06-18T05:21:10.383Z,2026-06-18T05:21:10.383Z
174,2026-01-07,2026-01-07,RA-3051,Bearing 30209,,1.0,Bearings & Seals,RA-3051,Bandula,140587,,,2026-06-18T05:22:47.213Z,2026-06-18T05:22:47.213Z
175,2026-01-07,2026-01-07,RA-3051,Washer,,1.0,General Items,RA-3051,Bandula,140587,,,2026-06-18T05:23:13.171Z,2026-06-18T05:23:13.171Z
176,2026-01-07,2026-01-07,RA-3051,Grease,,1.0,Oil & Lubricants,RA-3051,Bandula,140587,,,2026-06-18T05:23:35.753Z,2026-06-18T05:23:35.753Z
177,2026-01-07,2026-01-07,RA-3051,Bearing 79020,,1.0,Bearings & Seals,RA-3051,Bandula,140587,,,2026-06-18T05:24:07.191Z,2026-06-18T05:24:07.191Z
178,2026-01-21,2026-01-21,Stores,Kerosene Oil,,22.0,Oil & Lubricants,W/S,Bandula,141335,,,2026-06-18T05:26:16.001Z,2026-06-18T05:26:16.001Z
179,2026-01-18,2026-01-18,LD-8875 (Marawila),Starter motor Repair,,1.0,Electrical,LD-8875 (Marawila),Bandula,142415,,,2026-06-18T05:26:59.022Z,2026-06-18T05:26:59.022Z
180,2026-01-26,2026-01-26,GL-0019,Industrial Socket,,2.0,General Items,GL-0019,Bandula,140582,,,2026-06-18T05:31:12.267Z,2026-06-18T05:31:12.267Z
181,2025-12-18,2025-12-18,LY-4524,A/C Repair,,1.0,General Items,LY-4524,Bandula,140583,,,2026-06-18T05:33:36.952Z,2026-06-18T05:33:36.952Z
182,2026-01-05,2026-01-05,HEX-46,A/C Reapir,,1.0,General Items,HEX-46,Bandula,140584,,,2026-06-18T05:59:42.584Z,2026-06-18T05:59:42.584Z
183,2026-01-21,2026-01-21,LL-0936,Re Condition Starter Motor,,1.0,Electrical,LL-0936,Bandula,140585,,,2026-06-18T06:02:00.799Z,2026-06-18T06:02:00.799Z
184,2026-01-21,2026-01-21,Stores,Viper Motor Repair,,1.0,General Items,Stores,Bandula,140586,,,2026-06-18T06:04:12.083Z,2026-06-18T06:04:12.083Z
185,2026-01-29,2026-01-29,PA-4193,Blower Fan,,1.0,General Items,PA-4193,Bandula,140877,,,2026-06-18T06:06:59.440Z,2026-06-18T06:06:59.440Z
186,2025-10-29,2025-10-29,LC-0434,12V/ LED Fog Light,,2.0,Electrical,LC-0434,Bandula,6070,,,2026-06-18T06:23:24.343Z,2026-06-18T06:23:24.343Z
187,2025-12-06,2025-12-06,28-4314,Starter Relay (6/12/25),,1.0,Electrical,28-4314,Bandula,140524,,,2026-06-18T06:30:15.361Z,2026-06-18T06:30:15.361Z
188,2025-12-17,2025-12-17,HEX-22,16x60 Bolt,,4.0,General Items,HEX-22,Bandula,141404,,,2026-06-18T06:33:19.334Z,2026-06-18T06:33:19.334Z
189,2025-12-17,2025-12-17,HEX-22,C-Bush (55%),,2.0,Bearings & Seals,HEX-22,Bandula,140467,,,2026-06-18T06:34:33.334Z,2026-06-18T06:34:33.334Z
190,2025-12-20,2025-12-20,28-4314,Hose,,1.0,Hydraulics,28-4314,Bandula,140520,,,2026-06-18T06:37:43.935Z,2026-06-18T06:37:43.935Z
191,2025-12-20,2025-12-20,28-4314,Filter,,1.0,Filters,28-4314,Bandula,140461,,,2026-06-18T06:38:59.593Z,2026-06-18T06:38:59.593Z
192,2025-12-20,2025-12-20,28-4314,Seatastic 999,,1.0,General Items,28-4314,Bandula,140461,,,2026-06-18T06:41:10.770Z,2026-06-18T06:41:10.770Z
193,2026-01-05,2026-01-05,Lathe Shop,Grinding Stone (Rough),,20.0,General Items,LAthe Shop,Bandula,141322,,,2026-06-18T08:15:24.202Z,2026-06-18T08:15:24.202Z
194,2026-01-09,2026-01-09,LD-08,Radiator Cleaning,,1.0,General Items,LD-08,Bandula,5846,,,2026-06-18T09:11:52.488Z,2026-06-18T09:11:52.488Z
195,2026-01-10,2026-01-10,Badalgama Workshop,Bronze rod,,2.0,General Items,PA-4879,Bandula,142409,,,2026-06-18T12:25:20.271Z,2026-06-18T12:25:20.271Z
196,2026-01-18,2026-01-18,Katana,Elec. repair,,1.0,General Items,PA-6889,Bandula,142403,,,2026-06-18T12:35:40.706Z,2026-06-18T12:35:40.706Z
197,2026-01-13,2026-01-13,PV-6889 TATA 207,Battery Post Repair,,1.0,Battery,PV-6889 TATA 207,Bandula,142423,,,2026-06-18T13:46:16.900Z,2026-06-18T13:46:16.900Z
198,2026-01-16,2026-01-16,LO-5983,Spring Blade Repair,,2.0,General Items,LO-5983,Bandula,140578,,,2026-06-18T13:49:14.686Z,2026-06-18T13:49:14.686Z
199,2026-06-18,2026-06-18,LO-5783,Spring Blade Repair (For Spares),,2.0,General Items,LO-5783,Bandula,140577,,,2026-06-18T13:52:31.019Z,2026-06-18T13:52:31.019Z
200,2026-06-18,2026-06-18,LO-5783,Spring Blade Repair (For Spares),,1.0,General Items,LO-5783,Bandula,140577,,,2026-06-18T13:55:55.678Z,2026-06-18T13:55:55.678Z
201,2026-01-14,2026-01-14,LO-5983,Spring Blade Repair,,1.0,General Items,LO-5983,Bandula,140579,,,2026-06-18T13:58:17.383Z,2026-06-18T13:58:17.383Z
202,2026-01-06,2026-01-06,Stores,Note Book,,5.0,General Items,Stores,Bandula,140581,,,2026-06-18T14:01:47.435Z,2026-06-18T14:01:47.435Z
203,2026-01-08,2026-01-08,PA-4879,Electric Repair,,1.0,General Items,PA-4879,Bandula,140576,,,2026-06-18T14:04:26.700Z,2026-06-18T14:04:26.700Z
204,2026-01-06,2026-01-06,ZA-8337,Electrical Repair,,1.0,General Items,ZA-8337,Bandula,140575,,,2026-06-19T03:03:22.058Z,2026-06-19T03:03:22.058Z
205,2026-06-19,2026-06-19,ZA-8337,Starter Motor Repair,,1.0,Electrical,ZA-8337,Bandula,140574,,,2026-06-19T03:06:19.843Z,2026-06-19T03:06:19.843Z
206,2026-01-26,2026-01-26,Stores,Cable Tie (4x400),,100.0,Electrical,Stores,Bandula,141315,,,2026-06-19T03:38:32.315Z,2026-06-19T03:38:32.315Z
207,2026-01-26,2026-01-26,Stores,Cable Tie (4x200),,100.0,Electrical,Stores,Bandula,141315,,,2026-06-19T03:39:21.862Z,2026-06-19T03:39:21.862Z
208,2026-01-26,2026-01-26,Stores,Cable Tie (4x300),,100.0,Electrical,Stores,Bandula,141315,,,2026-06-19T03:40:15.022Z,2026-06-19T03:40:15.022Z
209,2026-06-19,2026-06-19,51-8053,Shock absorber Repair,,1.0,General Items,51-8053,Bandula,140851,,,2026-06-19T05:35:09.209Z,2026-06-19T05:35:09.209Z
210,2026-06-19,2026-06-19,48-8072,TATA Water Pump,,1.0,General Items,Anura,Bandula,140614,,,2026-06-19T05:44:07.322Z,2026-06-19T05:44:07.322Z
211,2026-01-09,2026-01-09,LK-6738,Diesel Filter,,2.0,Filters,LK-6738,Bandula,140588,,,2026-06-19T06:39:41.724Z,2026-06-19T06:39:41.724Z
212,2026-01-27,2026-01-27,Diesel Bowser,Radiator Tank Cover,,1.0,General Items,Diesel Bowser,Bandula,140974,,,2026-06-19T08:31:18.722Z,2026-06-19T08:31:18.722Z
213,2026-01-27,2026-01-27,Diesel Bowser,Radiator Cleaning,,1.0,General Items,41-1130,Bandula,140974,,,2026-06-19T08:36:01.717Z,2026-06-19T08:36:01.717Z
214,2026-06-17,2026-06-17,Work Shop Stores,Car Wash,,10.0,General Items,W/S Stores,Priyankara,140613,,,2026-06-19T10:13:50.728Z,2026-06-19T10:13:50.728Z
215,2026-06-19,2026-06-19,Work Shop Stores,HD-68 Oil (Valvoline),,200.0,Oil & Lubricants,Work Shop Stores,Priyankara,167430,,,2026-06-19T10:39:45.696Z,2026-06-19T10:39:45.696Z
216,2026-06-18,2026-06-18,HEX-26,Boom Jack Seal R/Kit,,1.0,Bearings & Seals,Theminda,Bandula,166184,,,2026-06-19T10:40:52.638Z,2026-06-19T10:40:52.638Z
217,2026-06-17,2026-06-17,LL-1782,Wiper Blade,,3.0,General Items,Lakmal,Bandula,166186,,,2026-06-19T10:44:58.399Z,2026-06-19T10:44:58.399Z
218,2026-06-16,2026-06-16,LD-08,Side Mirror,,2.0,General Items,Dasun,Priyankara,167190,,,2026-06-19T10:45:58.304Z,2026-06-19T10:45:58.304Z
219,2026-06-16,2026-06-16,ZA-9716,Side Mirror (R/side),,1.0,General Items,Sujith,Bandula,166977,,,2026-06-19T10:46:35.577Z,2026-06-19T10:46:35.577Z
220,2026-06-17,2026-06-17,"LO-7182, LO-5983",Speedo Meter Senser,,2.0,General Items,CEP-03,Bandula,166181,,,2026-06-19T10:50:35.196Z,2026-06-19T10:50:35.196Z
221,2026-06-17,2026-06-17,Workshop Stores,Cable Tie,,3.0,Electrical,Workshop Stores,Priyankara,166905,,,2026-06-19T12:11:31.110Z,2026-06-19T12:11:31.110Z
222,2026-01-12,2026-01-12,PA-4879 Toyota Crew Cab,Gearbox mount,,1.0,General Items,,Bandula,142443,,,2026-06-19T15:18:25.322Z,2026-06-19T15:18:25.322Z
223,2026-01-13,2026-01-13,IC-0424 / LK-5041 / LM-572,Line Filter (27660999920),,3.0,Filters,"LC-0434, LK-5041, LM-5721",Bandula,140487,,,2026-06-19T15:20:44.378Z,2026-06-19T15:20:44.378Z
224,2026-01-19,2026-01-19,Stores,Cotton Waste,,10.0,General Items,Stores,Bandula,141330,,,2026-06-20T03:56:21.011Z,2026-06-20T03:56:21.011Z
225,2026-01-12,2026-01-12,Stores,Cotton Waste,,13.2,General Items,Stores,Bandula,141301,,,2026-06-20T03:58:31.366Z,2026-06-20T03:58:31.366Z
226,2026-01-13,2026-01-13,PA-4879,Bush (Clutch Paddle),,4.0,Bearings & Seals,PA-4879,Bandula,140502,,,2026-06-20T04:07:02.736Z,2026-06-20T04:07:02.736Z
227,2026-01-13,2026-01-13,GE-03 Asphalt plant Generator,Diesel Hose,,20.0,Hydraulics,GE-03,Bandula,140543,,,2026-06-20T04:11:30.867Z,2026-06-20T04:12:23.240Z
228,2026-01-13,2026-01-13,GE-03 Asphalt plant Generator,Hose clip,,4.0,Hydraulics,GE-03,Bandula,140543,,,2026-06-20T04:12:09.019Z,2026-06-20T04:12:09.019Z
229,2026-01-13,2026-01-13,HEX-18 Hitachi Excavator,Hydraulic Hose Repair,,1.0,Hydraulics,HEX-18,Bandula,142424,,,2026-06-20T04:58:23.335Z,2026-06-20T04:58:23.335Z
230,2026-01-14,2026-01-14,HEX-05,Washer,,8.0,General Items,HEX-05,Bandula,141749,,,2026-06-20T05:12:05.729Z,2026-06-20T05:12:05.729Z
231,2025-12-22,2025-12-22,Stores,24V Signal Flasher,,7.0,General Items,Stores,Bandula,5737,,,2026-06-21T04:38:34.592Z,2026-06-21T04:38:34.592Z
232,2025-12-22,2025-12-22,Stores,12V Signal Flasher,,6.0,General Items,Stores,Bandula,5737,,,2026-06-21T04:39:04.488Z,2026-06-21T04:39:04.488Z
233,2025-12-19,2025-12-19,Stock,Thread Lock,,5.0,General Items,Stores,Bandula,141302,,,2026-06-21T04:42:36.351Z,2026-06-21T04:42:36.351Z
234,2026-06-21,2026-06-21,GE-01,Starter Motor Repair,,1.0,Electrical,GE-01,Bandula,6179,,,2026-06-21T04:50:39.268Z,2026-06-21T04:50:39.268Z
235,2025-12-18,2025-12-18,LK-6738,2. Alternator Repair,,1.0,Electrical,LK-6738,Bandula,141420,,,2026-06-21T04:53:59.309Z,2026-06-21T04:53:59.309Z
236,2025-12-29,2025-12-29,Stores,Petrol,,8.0,General Items,Stores,Bandula,141314,,,2026-06-21T05:04:33.158Z,2026-06-21T05:05:08.206Z
237,2025-12-29,2025-12-29,Stores,Kerosene Oil,,42.0,Oil & Lubricants,Stores,Bandula,141314,,,2026-06-21T05:06:55.245Z,2026-06-21T05:06:55.245Z
238,2025-12-29,2025-12-29,Stores,Cotton Waste,,20.0,General Items,Stores,Bandula,141313,,,2026-06-21T05:09:00.174Z,2026-06-21T05:09:00.174Z
239,2025-12-31,2025-12-31,Engine Room ELectric Compressor,Single Phase Motor,,1.0,General Items,Engine Room ELectric Compressor,Bandula,6180,,,2026-06-21T05:15:35.976Z,2026-06-21T05:15:35.976Z
240,2025-12-24,2025-12-24,Stores,Petrol (Super),,4.4,General Items,Stores,Bandula,141318,,,2026-06-21T05:19:55.121Z,2026-06-21T05:19:55.121Z
241,2025-12-25,2025-12-25,41-1130,Spring Blade Repair,,1.0,General Items,41-1130,Bandula,142295,,,2026-06-21T05:36:42.939Z,2026-06-21T05:36:42.939Z
242,2025-12-18,2025-12-18,HEX-22,3. Auto Wire 9/0.30,,1.0,Electrical,HEX-22,Bandula,141404,,,2026-06-21T05:41:25.974Z,2026-06-21T05:41:25.974Z
243,2025-12-18,2025-12-18,Asphalt Plant,1. Packing Sheet,,1.0,General Items,Asphalt Plant,Bandula,141411,,,2026-06-21T05:43:12.281Z,2026-06-21T05:43:12.281Z
244,2025-12-31,2025-12-31,Toyota Dyana,Oil Seal (Top & main shaft),,3.0,Bearings & Seals,325-3448 Toyota Dyana,Bandula,140511,,,2026-06-21T05:45:16.887Z,2026-06-21T05:45:16.887Z
245,2025-12-24,2025-12-24,Stores,IC Regulator,,3.0,General Items,Stores,Bandula,141309,,,2026-06-21T05:48:37.591Z,2026-06-21T05:48:37.591Z
246,2025-06-24,2025-06-24,LK-6738,Diode Plate / IC Regulator,,1.0,General Items,LK-6738,Bandula,141445,,,2026-06-21T05:50:48.695Z,2026-06-21T05:50:48.695Z
247,2025-12-24,2025-12-24,LK-6738,Alternator Regulator 12V,,1.0,Electrical,LK-6738,Bandula,141445,,,2026-06-21T05:55:12.652Z,2026-06-21T05:55:12.652Z
248,2025-12-30,2025-12-30,Stores,Battery Clip,,2.0,Battery,Stores,Bandula,141318,,,2026-06-21T06:03:51.407Z,2026-06-21T06:03:51.407Z
249,2025-12-30,2025-12-30,Stores,Aroldite,,6.0,General Items,Stores,Bandula,141318,,,2026-06-21T06:04:36.565Z,2026-06-21T06:05:11.382Z
250,2025-12-23,2025-12-23,Lathe,Nylon Rod (������),,4.0,General Items,Lathe,Bandula,141315,,,2026-06-21T06:11:44.415Z,2026-06-21T06:12:27.094Z
251,2025-12-24,2025-12-24,CEP-03 Wadakada Machanic,Empty Tool Box,,1.0,General Items,CEP-03 Wadakada Machanic,Bandula,112615 (Wadakada MR),,,2026-06-21T06:17:05.623Z,2026-06-21T06:17:05.623Z
252,2025-12-31,2025-12-31,PV-6889,1. Battery Post repair +1,,2.0,Battery,PV-6889,Bandula,141417,,,2026-06-21T06:18:58.998Z,2026-06-21T06:18:58.998Z
253,2025-12-21,2025-12-21,325-5120,Starter Motor Repair,,1.0,Electrical,325-5120,Bandula,6193,,,2026-06-21T06:21:07.027Z,2026-06-21T06:21:07.027Z
254,2025-12-21,2025-12-21,LN-8278,Light Repair,,1.0,General Items,LN-8278,Bandula,6199,,,2026-06-21T06:24:44.030Z,2026-06-21T06:24:44.030Z
255,2025-12-19,2025-12-19,48-4849,Alternator & Light Repair,,1.0,Electrical,48-4849,Bandula,6178,,,2026-06-21T06:29:20.545Z,2026-06-21T06:29:20.545Z
256,2025-12-21,2025-12-21,ZA-8337,Starter MOtor Repair,,1.0,Electrical,ZA-8337,Bandula,6181,,,2026-06-21T06:32:07.253Z,2026-06-21T06:32:07.253Z
257,2025-12-21,2025-12-21,ZA-8337,Starter MOtor Repair,,1.0,Electrical,ZA-2609,Bandula,6181,,,2026-06-21T06:37:54.802Z,2026-06-21T06:37:54.802Z
258,2025-12-26,2025-12-26,LK-6738,Diode Plate / IC Regulator,,1.0,General Items,LK-6738,Bandula,141445,,,2026-06-21T06:43:04.087Z,2026-06-21T06:43:04.087Z
259,2025-12-24,2025-12-24,PA-4193,Cab Interior & Full Service,,1.0,General Items,PA-4193,Bandula,142366,,,2026-06-21T06:55:40.273Z,2026-06-21T06:55:40.273Z
260,2026-04-05,2026-04-05,HEX-33,A/C Repair,,1.0,General Items,HEX-33,Bandula,141864,,HEX-33,2026-06-21T08:54:05.422Z,2026-06-21T08:54:05.422Z
261,2026-06-01,2026-06-01,HEX-33,A/C Repair,,1.0,General Items,HEX-33,Bandula,141864,,,2026-06-21T08:56:15.954Z,2026-06-21T08:56:15.954Z
262,2026-06-05,2026-06-05,41-1130,Seat Cushion Work (Front),,1.0,General Items,41-1130,Bandula,166169,,,2026-06-21T09:00:38.097Z,2026-06-21T09:00:38.097Z
263,2026-06-11,2026-06-11,DAH-2228,Seat Cushion Work,,1.0,General Items,DAH-2228,Bandula,166987,,,2026-06-21T09:08:01.079Z,2026-06-21T09:08:01.079Z
264,2026-06-11,2026-06-11,DAh-2228,Door Uphosting (R),,1.0,General Items,DAH-2228,Bandula,166987,,,2026-06-21T09:09:12.352Z,2026-06-21T09:09:12.352Z
265,2026-06-11,2026-06-11,Work Shop Stores,Insulating Tape,,24.0,General Items,Work Shop Stores,Bandula,166907,,,2026-06-21T09:16:40.790Z,2026-06-21T09:16:40.790Z
266,2026-06-11,2026-06-11,Work Shop Stores,Contact Cleaner,,4.0,General Items,Work Shop Stores,Bandula,166907,,,2026-06-21T09:17:55.412Z,2026-06-21T09:17:55.412Z
267,2026-06-06,2026-06-06,Work Shop Stores,Gas Welding Rod (Kg),,3.0,General Items,Work Shop Stores,Bandula,166980,,,2026-06-21T09:39:10.672Z,2026-06-21T09:39:10.672Z
268,2026-06-10,2026-06-10,Workshop,Battery Post Repair,,2.0,Battery,Workshop,Bandula,140885,,,2026-06-21T09:52:53.685Z,2026-06-21T09:52:53.685Z
269,2026-06-10,2026-06-10,Workshop Stores,WD 40,,4.0,General Items,Workshop Stores,Bandula,166905,,,2026-06-21T09:59:18.607Z,2026-06-21T09:59:18.607Z
270,2026-06-09,2026-06-09,Work Shop Stores,Cotton Waste,,6.0,General Items,Work Shop Stores,Bandula,166907,,,2026-06-21T09:59:57.622Z,2026-06-21T09:59:57.622Z
271,2026-06-09,2026-06-09,Work Shop Stores,Rubber Grease,,8.0,Oil & Lubricants,Work Shop Stores,Bandula,166907,,,2026-06-21T10:03:13.104Z,2026-06-21T10:03:13.104Z
272,2026-06-21,2026-06-21,Work Shop Stores,Selastic,,6.0,General Items,Work Shop Stores,Priyankara,166907,,,2026-06-21T10:04:10.243Z,2026-06-21T10:04:10.243Z
273,2026-06-05,2026-06-05,325-5120,Door Lock Pin,,2.0,General Items,325-5120,Bandula,166975,,,2026-06-22T04:00:31.460Z,2026-06-22T04:00:31.460Z
274,2026-05-14,2026-05-14,HEX-39,A/C Repair,,1.0,General Items,HEX-39,Bandula,141871,,,2026-06-22T04:07:37.458Z,2026-06-22T04:07:37.458Z
275,2026-05-14,2026-05-14,LP-1576,A/C Repair,,1.0,General Items,LP-1576,Bandula,141870,,,2026-06-22T04:08:34.077Z,2026-06-22T04:08:34.077Z
276,2026-06-21,2026-06-21,28-4314,Toshen Bar,,2.0,General Items,Krishna,Priyankara,166189,,,2026-06-22T05:08:44.804Z,2026-06-22T05:08:44.804Z
277,2026-06-21,2026-06-21,28-4314,York,,1.0,General Items,Krishna,Priyankara,166189,,,2026-06-22T05:09:10.507Z,2026-06-22T05:09:10.507Z
278,2026-06-20,2026-06-20,Machanic Theminda,"Pad Lock 1""",,1.0,General Items,Theminda,Priyankara,166909,,,2026-06-22T05:13:02.133Z,2026-06-22T05:13:02.133Z
279,2026-06-22,2026-06-22,MG-14,Jack Seal R/Kit,,1.0,Bearings & Seals,Theminda,Bandula,166195,,,2026-06-22T05:14:52.730Z,2026-06-22T05:15:41.905Z
280,2026-06-22,2026-06-22,SR-11,Starter Motor Brush,,4.0,Electrical,Theminda,Priyankara,165405,,,2026-06-22T05:37:26.353Z,2026-06-22T05:37:26.353Z
281,2026-06-20,2026-06-20,57-3062,"Brass Rod 1 1/2""",,1.0,General Items,Seethananda,Priyankara,166185,,,2026-06-22T05:39:15.280Z,2026-06-22T05:39:15.280Z
282,2026-06-21,2026-06-21,PD-7049,Brake Exhaoster,,1.0,General Items,Anura,Bandula,166177,,,2026-06-22T06:17:39.516Z,2026-06-22T06:17:39.516Z
283,2026-03-03,2026-03-03,Stores,Plastic Funnel,,1.0,General Items,Service Truck Mr Upul,Bandula,142315,,,2026-06-22T06:28:28.116Z,2026-06-22T06:28:28.116Z
284,2026-03-03,2026-03-03,Stores,12V Head Light,,1.0,Electrical,PJ-6370,Bandula,142316,,,2026-06-22T06:30:00.614Z,2026-06-22T06:30:00.614Z
285,2026-03-10,2026-03-10,PD-6917 Bolero (Batticaloa),Hand Brake Repair,,1.0,General Items,PD-6917 Bolero (Batticaloa),Bandula,141705,,,2026-06-22T06:47:08.771Z,2026-06-22T06:47:08.771Z
286,2026-03-10,2026-03-10,LK-2276,Brake chamber R/kit,,2.0,General Items,LK-2276,Bandula,141715,,,2026-06-22T06:48:06.461Z,2026-06-22T06:48:06.461Z
287,2026-02-26,2026-02-26,RC-9894,Bulb,,4.0,Electrical,RC-9894,Bandula,142071,,,2026-06-22T06:49:18.205Z,2026-06-22T06:49:18.205Z
288,2026-02-26,2026-02-26,RC-9894,Signal Light,,4.0,General Items,RC-9894,Bandula,142071,,,2026-06-22T06:49:47.431Z,2026-06-22T06:49:47.431Z
289,2026-03-25,2026-03-25,RC-9894,Holder,,2.0,General Items,RC-9894,Bandula,142071,,,2026-06-22T06:51:03.369Z,2026-06-22T06:51:03.369Z
290,2026-03-12,2026-03-12,PA-6398 Toyota Crew Cab,Gear lever ball joint,,5.0,General Items,PA-6398 Toyota Crew Cab,Bandula,141718,,,2026-06-22T08:12:46.808Z,2026-06-22T08:12:46.808Z
291,2026-03-13,2026-03-13,PA-6398,Ignition Switch (Key Cutting),,1.0,Electrical,PA-6398,Bandula,141719,,,2026-06-22T08:17:22.116Z,2026-06-22T08:17:22.116Z
292,2026-03-13,2026-03-13,DAH-2280,Radiator Repair,,1.0,General Items,DAH-2280,Bandula,141714,,,2026-06-22T08:21:21.500Z,2026-06-22T08:21:21.500Z
293,2026-03-12,2026-03-12,PC-7812,Engine machine works,,1.0,General Items,PC-7812,Bandula,142057,,,2026-06-22T12:06:20.495Z,2026-06-22T12:06:20.495Z
294,2026-03-20,2026-03-20,48-4849,Oil Filter (F003A600),,1.0,Filters,48-4849,Bandula,141947,,,2026-06-22T12:21:03.150Z,2026-06-22T12:21:03.150Z
295,2026-03-21,2026-03-21,Stores,Insulating Tape,,24.0,General Items,Stores,Bandula,142329,,,2026-06-22T12:21:47.287Z,2026-06-22T12:21:47.287Z
296,2026-03-21,2026-03-21,Stores,Multi Bond,,1.0,General Items,Stores,Bandula,142329,,,2026-06-22T12:22:08.261Z,2026-06-22T12:22:08.261Z
297,2026-03-21,2026-03-21,Stores,Silicon,,1.0,General Items,Stores,Bandula,142329,,,2026-06-22T12:22:35.280Z,2026-06-22T12:22:35.280Z
298,2026-02-25,2026-02-25,Stores,Kerosene Oil,,21.5,Oil & Lubricants,Stores,Bandula,142309,,,2026-06-22T12:25:56.928Z,2026-06-22T12:27:17.940Z
299,2026-02-25,2026-02-25,Stores,Petrol,,4.0,General Items,Stores,Bandula,142309,,,2026-06-22T12:26:30.934Z,2026-06-22T12:26:30.934Z
300,2026-02-25,2026-02-25,Stores,Sealastic,,5.0,General Items,Stores,Bandula,142309,,,2026-06-22T12:27:06.058Z,2026-06-22T12:27:06.058Z
301,2026-03-18,2026-03-18,Stores,WD-40,,2.0,General Items,Stores,Bandula,142309,,,2026-06-22T12:27:48.553Z,2026-06-22T12:27:48.553Z
302,2026-02-25,2026-02-25,Stores,Contact Cleaner,,5.0,General Items,Stores,Bandula,142309,,,2026-06-22T12:31:56.464Z,2026-06-22T12:31:56.464Z
303,2026-02-25,2026-02-25,Stores,Masking Tape,,5.0,General Items,Stores,Bandula,142309,,,2026-06-22T12:32:35.069Z,2026-06-22T12:32:35.069Z
304,2026-02-25,2026-02-25,Stores,Araldite,,1.0,General Items,Stores,Bandula,142309,,,2026-06-22T12:35:05.346Z,2026-06-22T12:35:05.346Z
305,2026-02-25,2026-02-25,Stores,Cotton Waste,,20.0,General Items,Stores,Bandula,142309,,,2026-06-22T12:35:51.779Z,2026-06-22T12:35:51.779Z
306,2026-06-22,2026-06-22,Stores,Carburetor Cleaner,,1.0,General Items,Stores,Bandula,142309,,,2026-06-22T12:36:43.696Z,2026-06-22T12:36:43.696Z
307,2026-03-17,2026-03-17,Stores / Lathe / Service Bay,13A Plug Top,,5.0,Electrical,Stores / Lathe / Service Bay,Bandula,142328,,,2026-06-22T12:51:31.608Z,2026-06-22T12:51:31.608Z
308,2026-03-17,2026-03-17,Stores / Service Bay,Switch Box,,2.0,Electrical,Stores / Service Bay,Bandula,142328,,,2026-06-22T12:52:01.099Z,2026-06-22T12:52:01.099Z
309,2026-03-17,2026-03-17,Stores / Service Bay / Lathe,13A Plug Base,,3.0,Electrical,Stores / Service Bay / Lathe,Bandula,142328,,,2026-06-22T12:52:38.576Z,2026-06-22T12:52:38.576Z
310,2026-03-17,2026-03-17,Stores,Holder,,4.0,General Items,Stores / Service Bay / Lathe,Bandula,142328,,,2026-06-22T12:52:59.650Z,2026-06-22T12:52:59.650Z
311,2026-03-17,2026-03-17,Stores,LED Bulb 15W,,4.0,Electrical,Stores / Service Bay / Lathe,Bandula,142328,,,2026-06-22T12:53:49.540Z,2026-06-22T12:53:49.540Z
312,2026-03-17,2026-03-17,Stores,Holder,,4.0,General Items,Stores,Bandula,142326,,,2026-06-22T13:00:06.477Z,2026-06-22T13:00:06.477Z
313,2026-03-17,2026-03-17,Stores,LED 15W Bulb,,4.0,Electrical,Stores,Bandula,142326,,,2026-06-22T13:01:17.747Z,2026-06-22T13:01:17.747Z
314,2026-03-17,2026-03-17,Stores,13A Plug Base,,2.0,Electrical,Stores,Bandula,142326,,,2026-06-22T13:01:47.339Z,2026-06-22T13:01:47.339Z
315,2026-03-17,2026-03-17,Stores,Switch Box,,2.0,Electrical,Stores,Bandula,142326,,,2026-06-22T13:02:08.659Z,2026-06-22T13:02:08.659Z
316,2026-03-17,2026-03-17,Stores,2G Switch,,2.0,Electrical,Stores,Bandula,142326,,,2026-06-22T13:02:44.479Z,2026-06-22T13:02:44.479Z
317,2026-03-11,2026-03-11,PA-6398 Toyota Crew Cab,Calipers boot set,,1.0,General Items,PA-6398 Toyota Crew Cab,Bandula,141719,,,2026-06-22T13:12:17.668Z,2026-06-22T13:12:17.668Z
318,2026-03-11,2026-03-11,PA-6398,Hose Clip,,2.0,Hydraulics,PA-6398,Bandula,141719,,,2026-06-22T13:30:08.614Z,2026-06-22T13:30:08.614Z
